parameter_value,solve_time_s
0.0,4.68749475479126
0.0,0.5977652072906494
0.0,18.17994236946106
0.030303030303030304,1.9866054058074951
0.06060606060606061,10.070056200027466
0.09090909090909091,48.565797090530396
0.0,9.451534271240234
0.030303030303030304,120.6767795085907
0.06060606060606061,120.6207869052887
0.09090909090909091,4.793670654296875
0.12121212121212122,0.47894978523254395
0.15151515151515152,120.47132062911987
0.18181818181818182,1.8144478797912598
0.21212121212121213,120.66096544265747
0.24242424242424243,4.1109020709991455
0.2727272727272727,2.479771614074707
0.30303030303030304,10.61343765258789
0.33333333333333337,120.5032844543457
0.36363636363636365,0.5556702613830566
0.3939393939393939,103.06634378433228
0.42424242424242425,120.51591944694519
0.4545454545454546,120.70948386192322
0.48484848484848486,120.89590811729431
0.5151515151515151,8.213710069656372
0.5454545454545454,1.9257769584655762
0.5757575757575758,1.94610595703125
0.6060606060606061,23.264957427978516
0.6363636363636364,58.818225383758545
0.6666666666666667,6.291498422622681
0.696969696969697,120.40202116966248
0.7272727272727273,120.40838742256165
0.7575757575757576,0.7699055671691895
0.7878787878787878,18.855276107788086
0.8181818181818182,0.45862698554992676
0.8484848484848485,0.4127631187438965
0.8787878787878788,0.9781007766723633
0.9090909090909092,0.7643404006958008
0.9393939393939394,1.7113776206970215
0.9696969696969697,2.8158130645751953
1.0,22.331609964370728
1.0303030303030303,63.45313572883606
1.0606060606060606,20.827320098876953
1.0909090909090908,9.033107042312622
1.1212121212121213,18.051266193389893
1.1515151515151516,0.48203468322753906
1.1818181818181819,9.625022411346436
1.2121212121212122,74.67008471488953
1.2424242424242424,7.946227550506592
1.2727272727272727,120.4301176071167
1.303030303030303,0.7750251293182373
1.3333333333333335,27.254147052764893
1.3636363636363638,0.1492176055908203
1.393939393939394,4.063220262527466
1.4242424242424243,0.5813243389129639
1.4545454545454546,16.770232677459717
1.4848484848484849,15.92319655418396
1.5151515151515151,79.2132203578949
1.5454545454545454,120.25859260559082
1.5757575757575757,1.3766300678253174
1.6060606060606062,0.26783180236816406
1.6363636363636365,2.972169876098633
1.6666666666666667,2.7379205226898193
1.696969696969697,1.9208054542541504
1.7272727272727273,120.67485928535461
1.7575757575757576,0.36956095695495605
1.7878787878787878,9.744369745254517
1.8181818181818183,88.63097620010376
1.8484848484848486,0.3893585205078125
1.878787878787879,3.8183369636535645
1.9090909090909092,11.025250911712646
1.9393939393939394,1.4950721263885498
1.9696969696969697,54.60466146469116
2.0,1.7555251121520996
2.0303030303030303,120.11593675613403
2.0606060606060606,3.89949631690979
2.090909090909091,1.2514240741729736
2.121212121212121,1.4251606464385986
2.1515151515151514,15.60777497291565
2.1818181818181817,0.2817957401275635
2.2121212121212124,120.78632378578186
2.2424242424242427,2.7636282444000244
2.272727272727273,18.09793782234192
2.303030303030303,1.8158247470855713
2.3333333333333335,1.8213915824890137
2.3636363636363638,1.3000562191009521
2.393939393939394,3.487947940826416
2.4242424242424243,21.201988697052002
2.4545454545454546,0.5754609107971191
2.484848484848485,4.731891870498657
2.515151515151515,22.508411169052124
2.5454545454545454,5.365050315856934
2.5757575757575757,11.591257333755493
2.606060606060606,1.402083158493042
2.6363636363636362,1.0049290657043457
2.666666666666667,8.277003526687622
2.6969696969696972,0.7726805210113525
2.7272727272727275,0.36009979248046875
2.757575757575758,8.795765161514282
2.787878787878788,30.069396018981934
2.8181818181818183,120.6900098323822
2.8484848484848486,15.452812671661377
2.878787878787879,108.63536071777344
2.909090909090909,4.272658109664917
2.9393939393939394,1.4113242626190186
2.9696969696969697,2.283280372619629
3.0,45.098472595214844
